,Players,Salaries
118,Robert Covington,"$10,464,092"
119,Rudy Gay,"$10,087,200"
120,Jon Leuer,"$10,002,681"
121,Andre Roberson,"$10,000,000"
122,Danny Green,"$10,000,000"
123,Darren Collison,"$10,000,000"
124,Dwight Powell,"$9,631,250"
125,Matthew Dellavedova,"$9,607,500"
126,Dante Exum,"$9,600,000"
127,Jared Dudley,"$9,530,000"
128,Norman Powell,"$9,367,200"
129,Josh Richardson,"$9,367,200"
130,Bogdan Bogdanovic,"$9,000,000"
131,Rajon Rondo,"$9,000,000"
132,E'Twaun Moore,"$8,808,685"
133,Cristiano Felicio,"$8,740,980"
134,Kosta Koufos,"$8,739,500"
135,Fred VanVleet,"$8,653,847"
136,Jerami Grant,"$8,653,847"
137,Kyle Anderson,"$8,641,000"
138,Julius Randle,"$8,641,000"
139,Jerryd Bayless,"$8,575,916"
140,Markelle Fultz,"$8,339,880"
141,CJ Miles,"$8,333,333"
142,Joe Harris,"$8,333,333"
143,Shaun Livingston,"$8,307,692"
144,Deandre Ayton,"$8,165,160"
145,Garrett Temple,"$8,000,000"
146,Lou Williams,"$8,000,000"
147,P.J. Tucker,"$7,969,537"
148,Cory Joseph,"$7,945,000"
149,Karl-Anthony Towns,"$7,839,435"
150,JaMychal Green,"$7,666,667"
151,Kyle Korver,"$7,560,000"
152,Jeremy Lamb,"$7,488,372"
153,Darrell Arthur,"$7,464,912"
154,Lonzo Ball,"$7,461,960"
155,Doug McDermott,"$7,333,333"
156,Jae Crowder,"$7,305,825"
157,Marvin Bagley III,"$7,305,600"
158,D.J. Augustin,"$7,250,000"
159,Dewayne Dedmon,"$7,200,000"
160,Lance Thomas,"$7,119,650"
161,D'Angelo Russell,"$7,019,698"
162,Davis Bertans,"$7,000,000"
163,Ersan Ilyasova,"$7,000,000"
164,Langston Galloway,"$7,000,000"
165,Boban Marjanovic,"$7,000,000"
166,Al-Farouq Aminu,"$6,957,105"
167,Jayson Tatum,"$6,700,800"
168,Luka Doncic,"$6,560,640"
169,Nemanja Bjelica,"$6,500,000"
170,Mario Hezonja,"$6,500,000"
171,Ben Simmons,"$6,434,520"
172,Milos Teodosic,"$6,300,000"
173,Marco Belinelli,"$6,153,846"
174,Wesley Johnson,"$6,134,520"
175,Josh Jackson,"$6,041,520"
176,Jonathon Simmons,"$6,000,000"
177,Ish Smith,"$6,000,000"
178,Montrezl Harrell,"$6,000,000"
179,Jaren Jackson Jr.,"$5,915,040"
180,Brandon Ingram,"$5,757,120"
181,Kristaps Porzingis,"$5,697,054"
182,De'Aaron Fox,"$5,470,920"
183,Ben McLemore,"$5,460,000"
184,Alex Abrines,"$5,455,236"
185,Patrick Patterson,"$5,451,600"
186,Jason Smith,"$5,450,000"
187,Marcus Morris,"$5,375,000"
188,Trae Young,"$5,356,440"
189,Dwight Howard,"$5,337,000"
190,DeMarcus Cousins,"$5,337,000"
191,Alexis Ajinca,"$5,285,394"
192,Thabo Sefolosha,"$5,250,000"
193,Aron Baynes,"$5,193,600"
194,Jaylen Brown,"$5,169,960"
195,Patrick Beverley,"$5,027,028"
196,Tony Parker,"$5,000,000"
197,Mike Muscala,"$5,000,000"
198,Alan Williams,"$5,000,000"
199,Dirk Nowitzki,"$5,000,000"
200,Kyle Singler,"$4,996,000"
201,Jonathan Isaac,"$4,969,080"
202,Mo Bamba,"$4,865,040"
203,Anthony Tolliver,"$4,750,000"
204,Willie Cauley-Stein,"$4,696,875"
205,Dragan Bender,"$4,661,280"
206,Lauri Markkanen,"$4,536,120"
207,Ed Davis,"$4,449,000"
208,Kyle O'Quinn,"$4,449,000"
209,Lance Stephenson,"$4,449,000"
210,Wendell Carter Jr.,"$4,441,200"
211,Justin Holiday,"$4,384,616"
212,Alex Len,"$4,350,000"
213,Mike Scott,"$4,320,500"
214,Luc Mbah a Moute,"$4,320,500"
215,Emmanuel Mudiay,"$4,294,480"
216,Kris Dunn,"$4,221,000"
217,Frank Ntilikina,"$4,155,720"
218,Glenn Robinson III,"$4,075,000"
219,Collin Sexton,"$4,068,600"
220,Stanley Johnson,"$3,940,402"
221,Buddy Hield,"$3,844,760"
222,Dennis Smith Jr.,"$3,819,960"
223,Kevin Knox,"$3,739,920"
224,J.J. Barea,"$3,710,850"
225,Nene Hilario,"$3,651,480"
226,Zach Collins,"$3,628,920"
227,Frank Kaminsky,"$3,627,842"
228,Mikal Bridges,"$3,552,960"
229,Michael Beasley,"$3,500,000"
230,Jamal Murray,"$3,499,800"
231,Rodney Hood,"$3,472,887"
232,Jodie Meeks,"$3,454,500"
233,Justise Winslow,"$3,448,926"
234,Malik Monk,"$3,447,480"
235,Myles Turner,"$3,410,284"
236,Allonzo Trier,"$3,382,000"
237,Brook Lopez,"$3,382,000"
238,Shai Gilgeous-Alexander,"$3,375,360"
239,Trey Lyles,"$3,364,249"
240,Ekpe Udoh,"$3,360,000"
241,Devin Booker,"$3,314,365"
242,Luke Kennard,"$3,275,280"
243,Cameron Payne,"$3,263,294"
244,Troy Daniels,"$3,258,539"
245,Kelly Oubre Jr.,"$3,208,630"
246,Miles Bridges,"$3,206,640"
247,Marquese Chriss,"$3,206,160"
248,Tomas Satoransky,"$3,129,187"
249,Bryn Forbes,"$3,125,000"
250,Donovan Mitchell,"$3,111,480"
251,Terry Rozier,"$3,050,390"
252,Jerome Robinson,"$3,046,200"
253,Yogi Ferrell,"$3,000,000"
254,Elfrid Payton,"$3,000,000"
255,Bam Adebayo,"$2,955,840"
256,Jakob Poeltl,"$2,947,320"
257,Michael Porter Jr.,"$2,894,160"
258,Justin Jackson,"$2,807,880"
259,Thon Maker,"$2,799,720"
260,Seth Curry,"$2,795,000"
261,Cedi Osman,"$2,775,000"
262,Sam Dekker,"$2,760,095"
263,Troy Brown Jr.,"$2,749,080"
264,Justin Patton,"$2,667,600"
265,Guerschon Yabusele,"$2,667,600"
266,Domantas Sabonis,"$2,659,800"
267,Jerian Grant,"$2,639,314"
268,Delon Wright,"$2,536,898"
269,D.J. Wilson,"$2,534,280"
270,Dario Saric,"$2,526,840"
271,Zhaire Smith,"$2,526,840"
272,Taurean Prince,"$2,526,840"
273,Justin Anderson,"$2,516,048"
274,Manu Ginobili,"$2,500,000"
275,Reggie Bullock,"$2,500,000"
276,Bobby Portis,"$2,494,346"
277,Dante Cunningham,"$2,487,000"
278,Donte DiVincenzo,"$2,481,000"
279,Rondae Hollis-Jefferson,"$2,470,357"
280,Emeka Okafor,"$2,445,085"
281,Kendrick Perkins,"$2,445,085"
282,Tyus Jones,"$2,444,053"
283,Jarell Martin,"$2,416,222"
284,T.J. Leaf,"$2,407,560"
285,Wayne Ellington,"$2,383,076"
286,Lonnie Walker IV,"$2,357,160"
287,John Collins,"$2,299,080"
288,Denzel Valentine,"$2,280,600"
289,Larry Nance Jr.,"$2,272,391"
290,Kevin Huerter,"$2,250,960"
291,Brandon Jennings,"$2,222,803"
292,Harry Giles III,"$2,207,040"
293,Darius Miller,"$2,205,000"
294,Juan Hernangomez,"$2,166,360"
295,Josh Okogie,"$2,160,720"
296,Raul Neto,"$2,150,000"
297,Terrance Ferguson,"$2,118,840"
298,Grayson Allen,"$2,074,320"
299,Sean Kilpatrick,"$2,054,856"
300,OG Anunoby,"$2,034,120"
301,Jarrett Allen,"$2,034,120"
302,Corey Brewer,"$2,000,000"
303,Torrey Craig,"$2,000,000"
304,Chandler Hutchison,"$1,990,520"
305,Ante Zizic,"$1,952,760"
306,Shabazz Napier,"$1,942,422"
307,Aaron Holiday,"$1,911,960"
308,Tyler Lydon,"$1,874,640"
309,Trey Burke,"$1,795,015"
310,DeAndre Liggins,"$1,795,015"
311,Malik Beasley,"$1,773,840"
312,Moritz Wagner,"$1,762,080"
313,Anfernee Simons,"$1,760,520"
314,Nerlens Noel,"$1,757,429"
315,Caleb Swanigan,"$1,740,000"
316,Furkan Korkmaz,"$1,740,000"
317,Landry Shamet,"$1,703,649"
318,Caris LeVert,"$1,702,800"
319,Jonah Bolden,"$1,690,000"
320,Kyle Kuzma,"$1,689,840"
321,Tony Bradley,"$1,679,520"
322,Derrick White,"$1,667,160"
323,Spencer Dinwiddie,"$1,656,092"
324,MarShon Brooks,"$1,656,092"
325,Julyan Stone,"$1,656,092"
326,Josh Hart,"$1,655,160"
327,Robert Williams III,"$1,654,440"
328,Jacob Evans,"$1,644,240"
329,Pat Connaughton,"$1,641,000"
330,DeAndre' Bembry,"$1,634,640"
331,Dzanan Musa,"$1,632,240"
332,James Ennis III,"$1,621,415"
333,Omari Spellman,"$1,620,480"
334,Luke Kornet,"$1,619,260"
335,Rodions Kurucs,"$1,618,320"
336,Richaun Holmes,"$1,600,520"
337,T.J. McConnell,"$1,600,520"
338,Dwight Buycks,"$1,600,520"
339,Malachi Richardson,"$1,569,360"
340,Jahlil Okafor,"$1,567,707"
341,Willy Hernangomez,"$1,544,951"
342,Pascal Siakam,"$1,544,951"
343,Dejounte Murray,"$1,544,951"
344,Georgios Papagiannis,"$1,544,951"
345,Chinanu Onuaku,"$1,544,951"
346,Skal Labissiere,"$1,544,951"
347,Cheick Diallo,"$1,544,951"
348,Jake Layman,"$1,544,951"
349,Rodney McGruder,"$1,544,951"
350,Quinn Cook,"$1,544,951"
351,Ivica Zubac,"$1,544,951"
352,Wade Baldwin IV,"$1,544,951"
353,Malcolm Brogdon,"$1,544,951"
354,Dorian Finney-Smith,"$1,544,951"
355,Wayne Selden,"$1,544,951"
356,Paul Zipser,"$1,544,951"
357,Timothe Luwawu-Cabarrot,"$1,544,951"
358,Andrew Harrison,"$1,544,951"
359,Alex Poythress,"$1,544,951"
360,Damian Jones,"$1,544,951"
361,Shelvin Mack,"$1,512,601"
362,Omri Casspi,"$1,512,601"
363,Isaiah Thomas,"$1,512,601"
364,Georges Niang,"$1,512,601"
365,Jeff Green,"$1,512,601"
366,Raymond Felton,"$1,512,601"
367,Quincy Pondexter,"$1,512,601"
368,Troy Williams,"$1,512,601"
369,Jamal Crawford,"$1,512,601"
370,Amir Johnson,"$1,512,601"
371,Noah Vonleh,"$1,512,601"
372,David Nwaba,"$1,512,601"
373,Treveon Graham,"$1,512,601"
374,Luol Deng,"$1,512,601"
375,Isaiah Canaan,"$1,512,601"
376,Dwyane Wade,"$1,512,601"
377,Udonis Haslem,"$1,512,601"
378,Derrick Jones Jr.,"$1,512,601"
379,JaVale McGee,"$1,512,601"
380,Gerald Green,"$1,512,601"
381,Jonas Jerebko,"$1,512,601"
382,Kevon Looney,"$1,512,601"
383,Zaza Pachulia,"$1,512,601"
384,Derrick Rose,"$1,512,601"
385,Christian Wood,"$1,512,601"
386,Jose Calderon,"$1,512,601"
387,Devin Harris,"$1,512,601"
388,Channing Frye,"$1,512,601"
389,Carmelo Anthony,"$1,512,601"
390,Ian Clark,"$1,512,601"
391,Vince Carter,"$1,512,601"
392,Sviatoslav Mykhailiuk,"$1,487,694"
393,Mitchell Robinson,"$1,485,440"
394,Dwayne Bacon,"$1,378,242"
395,Ivan Rabb,"$1,378,242"
396,Tyler Dorsey,"$1,378,242"
397,Dakari Johnson,"$1,378,242"
398,Dillon Brooks,"$1,378,242"
399,Thomas Bryant,"$1,378,242"
400,Royce O'Neale,"$1,378,242"
401,David Stockton,"$1,378,242"
402,Abdel Nader,"$1,378,242"
403,Brandon Paul,"$1,378,242"
404,Jawun Evans,"$1,378,242"
405,Khem Birch,"$1,378,242"
406,Wes Iwundu,"$1,378,242"
407,Damyean Dotson,"$1,378,242"
408,Jordan Bell,"$1,378,242"
409,Sterling Brown,"$1,378,242"
410,Jaylen Morris,"$1,378,242"
411,Frank Mason III,"$1,378,242"
412,Rodney Purvis,"$1,378,242"
413,Sindarius Thornwell,"$1,378,242"
414,Ike Anigbogu,"$1,378,242"
415,Zhou Qi,"$1,378,242"
416,Antonius Cleveland,"$1,378,242"
417,Maxi Kleber,"$1,378,242"
418,Frank Jackson,"$1,378,242"
419,Daniel Theis,"$1,378,242"
420,Semi Ojeleye,"$1,378,242"
421,Jabari Bird,"$1,349,464"
422,Ben Moore,"$1,349,383"
423,Tyrone Wallace,"$1,349,383"
424,Alfonzo McKinnie,"$1,349,383"
425,Monte Morris,"$1,349,383"
426,Antonio Blakeney,"$1,349,383"
427,Ryan Arcidiacono,"$1,349,383"
428,Daniel Hamilton,"$1,349,383"
429,Tyson Chandler,"$1,333,140"
430,Shaquille Harrison,"$1,311,265"
431,Elie Okobo,"$1,238,464"
432,Jalen Brunson,"$1,230,000"
433,Okaro White,"$1,187,862"
434,Joakim Noah,"$1,093,858"
435,Melvin Frazier Jr.,"$1,050,000"
436,Nick Young,"$1,042,584"
437,Isaac Bonga,"$1,000,000"
438,Devonte' Graham,"$988,464"
439,De'Anthony Melton,"$949,000"
440,Ron Baker,"$948,580"
441,Austin Rivers,"$922,943"
442,Chasson Randle,"$869,094"
443,Hamidou Diallo,"$838,464"
444,Chimezie Metu,"$838,464"
445,Gary Trent Jr.,"$838,464"
446,Jevon Carter,"$838,464"
447,Isaiah Briscoe,"$838,464"
448,Keita Bates-Diop,"$838,464"
449,Alize Johnson,"$838,464"
450,Isaiah Hartenstein,"$838,464"
451,Khyri Thomas,"$838,464"
452,Bruce Brown,"$838,464"
453,Jarred Vanderbilt,"$838,464"
454,Ryan Broekhoff,"$838,464"
455,Kenrich Williams,"$838,464"
456,Brad Wanamaker,"$838,464"
457,Patrick McCaw,"$777,665"
458,Kenneth Faried,"$683,661"
459,Brandon Goodwin,"$630,032"
460,Gary Clark,"$596,873"
461,Bruno Caboclo,"$522,151"
462,Wesley Matthews,"$512,746"
463,Salah Mejri,"$512,746"
464,Nik Stauskas,"$504,200"
465,Jeremy Lin,"$487,109"
466,Enes Kanter,"$487,109"
467,John Jenkins,"$486,520"
468,Chris Boucher,"$457,418"
469,Malcolm Miller,"$457,418"
470,Markieff Morris,"$427,288"
471,Henry Ellenson,"$341,831"
472,Pau Gasol,"$333,285"
473,Andrew Bogut,"$307,648"
474,Jaylen Adams,"$270,014"
475,Danuel House Jr.,"$247,827"
476,Jimmer Fredette,"$208,509"
477,Tim Frazier,"$196,553"
478,Dairis Bertans,"$194,220"
479,Ray Spalding,"$184,746"
480,Deonte Burton,"$151,587"
481,Cameron Reynolds,"$108,953"
482,Chris Chiozza,"$90,005"
483,JaKarr Sampson,"$85,458"
484,Donatas Motiejunas,"$59,820"
485,Greg Monroe,"$59,820"
486,Michael Carter-Williams,"$59,820"
487,Tyler Zeller,"$59,820"
488,Jemerrio Jones,"$52,108"
489,Mitchell Creek,"$47,371"
490,Isaac Humphries,"$47,371"
491,Billy Garrett Jr.,"$42,634"
492,BJ Johnson,"$42,634"
493,Deyonta Davis,"$25,367"
494,Michael Frazier,"$23,685"
495,Yante Maten,"$18,948"
496,Eric Moreland,"$17,092"
497,Jordan McRae,"$17,092"
498,Jonathan Gibson,"$17,092"
499,Tarik Phillip,"$9,474"
500,Duncan Robinson,"$9,474"
501,Theo Pinson,"$4,737"
502,Kendrick Nunn,"$4,737"
