,Players,Salaries
61,Paul Millsap,"$9,500,000"
62,Thaddeus Young,"$9,410,869"
63,Tiago Splitter,"$9,250,000"
64,Jeff Green,"$9,200,000"
65,Jordan Hill,"$9,000,000"
66,Lance Stephenson,"$9,000,000"
67,Mike Conley,"$8,694,216"
68,Trevor Ariza,"$8,579,089"
69,Channing Frye,"$8,579,088"
70,Marcus Thornton,"$8,575,000"
71,Ryan Anderson,"$8,491,500"
72,Jeremy Lin,"$8,374,646"
73,Omer Asik,"$8,374,646"
74,Monta Ellis,"$8,360,000"
75,Taj Gibson,"$8,000,000"
76,Jeff Teague,"$8,000,000"
77,O.J. Mayo,"$8,000,000"
78,George Hill,"$8,000,000"
79,Brandon Jennings,"$8,000,000"
80,Dirk Nowitzki,"$7,974,482"
81,Ersan Ilyasova,"$7,900,000"
82,Tayshaun Prince,"$7,707,865"
83,Boris Diaw,"$7,500,000"
84,Arron Afflalo,"$7,500,000"
85,Goran Dragic,"$7,500,000"
86,Wesley Matthews,"$7,245,640"
87,Isaiah Thomas,"$7,238,606"
88,Avery Bradley,"$7,191,011"
89,Pau Gasol,"$7,128,000"
90,Jose Calderon,"$7,097,191"
91,Kyrie Irving,"$7,070,730"
92,Marvin Williams,"$7,000,000"
93,Manu Ginobili,"$7,000,000"
94,Amir Johnson,"$7,000,000"
95,Brandon Bass,"$6,900,000"
96,Kevin Martin,"$6,792,500"
97,JJ Redick,"$6,792,500"
98,Wilson Chandler,"$6,757,913"
99,Jason Richardson,"$6,601,125"
100,JR Smith,"$6,515,510"
101,Carl Landry,"$6,500,000"
102,Greivis Vasquez,"$6,400,000"
103,Derrick Williams,"$6,331,404"
104,Jarrett Jack,"$6,300,000"
105,Kyle Korver,"$6,253,521"
106,Landry Fields,"$6,250,000"
107,Robin Lopez,"$6,124,729"
108,Jason Thompson,"$6,037,500"
109,Jodie Meeks,"$6,000,000"
110,Gerald Henderson,"$6,000,000"
111,Chuck Hayes,"$5,958,750"
112,Jason Terry,"$5,850,313"
113,Patrick Patterson,"$5,831,326"
114,P.J. Tucker,"$5,700,000"
115,Enes Kanter,"$5,694,674"
116,Anthony Davis,"$5,607,240"
117,Anthony Bennett,"$5,563,920"
118,Andrew Wiggins,"$5,510,640"
119,Greg Monroe,"$5,479,934"
120,Jamal Crawford,"$5,450,000"
121,Lou Williams,"$5,450,000"
122,Courtney Lee,"$5,450,000"
123,JJ Hickson,"$5,381,750"
124,Martell Webster,"$5,381,750"
125,Chris Andersen,"$5,375,000"
126,Spencer Hawes,"$5,305,000"
127,Nikola Mirotic,"$5,305,000"
128,Paul Pierce,"$5,305,000"
129,Shaun Livingston,"$5,305,000"
130,Josh McRoberts,"$5,305,000"
131,Keith Bogans,"$5,285,817"
132,Zaza Pachulia,"$5,200,000"
133,Tristan Thompson,"$5,138,430"
134,Michael Kidd-Gilchrist,"$5,016,960"
135,Chase Budinger,"$5,000,000"
136,Trevor Booker,"$5,000,000"
137,Brandan Wright,"$5,000,000"
138,Nick Young,"$4,994,420"
139,Victor Oladipo,"$4,978,200"
140,Jabari Parker,"$4,930,560"
141,Luis Scola,"$4,868,499"
142,Tony Allen,"$4,831,461"
143,Chris Kaman,"$4,800,000"
144,Darren Collison,"$4,797,664"
145,Kostas Papanikolaou,"$4,797,664"
146,Corey Brewer,"$4,702,500"
147,Ricky Rubio,"$4,660,479"
148,Andre Miller,"$4,650,000"
149,Timofey Mozgov,"$4,650,000"
150,Bradley Beal,"$4,505,280"
151,Caron Butler,"$4,500,000"
152,Ben Gordon,"$4,500,000"
153,Jonas Jerebko,"$4,500,000"
154,Otto Porter Jr.,"$4,470,480"
155,Joel Embiid,"$4,427,640"
156,Luc Mbah a Moute,"$4,382,576"
157,Kris Humphries,"$4,250,000"
158,Jared Dudley,"$4,250,000"
159,CJ Miles,"$4,205,000"
160,Thabo Sefolosha,"$4,150,000"
161,Dion Waiters,"$4,062,000"
162,Samuel Dalembert,"$4,051,527"
163,Cody Zeller,"$4,030,560"
164,Danny Green,"$4,025,000"
165,Mario Chalmers,"$4,000,000"
166,Ian Mahinmi,"$4,000,000"
167,Aaron Gordon,"$3,992,040"
168,Mo Williams,"$3,965,074"
169,Vince Carter,"$3,911,981"
170,Kevin Seraphin,"$3,898,692"
171,Devin Harris,"$3,878,896"
172,Bismack Biyombo,"$3,873,398"
173,Patty Mills,"$3,842,105"
174,Joel Anthony,"$3,800,000"
175,Raymond Felton,"$3,793,693"
176,Jonas Valanciunas,"$3,678,360"
177,Thomas Robinson,"$3,678,360"
178,Marreese Speights,"$3,657,500"
179,Alex Len,"$3,649,920"
180,Dante Exum,"$3,615,000"
181,Brandon Knight,"$3,553,917"
182,Gerald Green,"$3,500,000"
183,Darrell Arthur,"$3,457,149"
184,Steve Novak,"$3,445,947"
185,Matt Barnes,"$3,396,250"
186,Mirza Teletovic,"$3,368,100"
187,Damian Lillard,"$3,340,920"
188,Mike Scott,"$3,333,333"
189,Tyler Hansbrough,"$3,326,235"
190,Andrei Kirilenko,"$3,326,235"
191,Mike Dunleavy,"$3,326,235"
192,Nerlens Noel,"$3,315,120"
193,Marcus Smart,"$3,283,320"
194,Alexey Shved,"$3,282,056"
195,Bojan Bogdanovic,"$3,278,000"
196,Jason Smith,"$3,278,000"
197,Evan Turner,"$3,278,000"
198,Kemba Walker,"$3,272,091"
199,Carlos Boozer,"$3,251,000"
200,Carlos Delfino,"$3,250,000"
201,Gary Neal,"$3,250,000"
202,Anthony Morrow,"$3,200,000"
203,Dorell Wright,"$3,150,000"
204,Quincy Pondexter,"$3,146,068"
205,Chris Copeland,"$3,135,000"
206,Klay Thompson,"$3,075,880"
207,Harrison Barnes,"$3,049,920"
208,Alec Burks,"$3,034,356"
209,Ben McLemore,"$3,026,280"
210,Joel Freeland,"$3,013,512"
211,Kosta Koufos,"$3,000,000"
212,Anthony Tolliver,"$3,000,000"
213,D.J. Augustin,"$3,000,000"
214,Travis Outlaw,"$3,000,000"
215,Randy Foye,"$3,000,000"
216,Jerryd Bayless,"$3,000,000"
217,Julius Randle,"$2,997,360"
218,Markieff Morris,"$2,989,239"
219,Furkan Aldemir,"$2,963,232"
220,Marcus Morris,"$2,943,221"
221,Will Bynum,"$2,915,908"
222,Kawhi Leonard,"$2,894,059"
223,Marco Belinelli,"$2,873,750"
224,Terrence Ross,"$2,793,960"
225,Kentavious Caldwell-Pope,"$2,772,480"
226,Nikola Vucevic,"$2,751,260"
227,Luke Ridnour,"$2,750,000"
228,Nik Stauskas,"$2,745,840"
229,Brian Roberts,"$2,732,000"
230,Udonis Haslem,"$2,732,000"
231,Jameer Nelson,"$2,732,000"
232,Mike Miller,"$2,732,000"
233,Kirk Hinrich,"$2,732,000"
234,Iman Shumpert,"$2,616,975"
235,Andre Drummond,"$2,568,360"
236,Trey Burke,"$2,548,560"
237,Noah Vonleh,"$2,524,200"
238,James Johnson,"$2,500,000"
239,DeMarre Carroll,"$2,442,455"
240,Austin Rivers,"$2,439,840"
241,Shelvin Mack,"$2,433,333"
242,CJ McCollum,"$2,421,000"
243,Elfrid Payton,"$2,397,840"
244,Tobias Harris,"$2,380,594"
245,Meyers Leonard,"$2,317,920"
246,Michael Carter-Williams,"$2,300,040"
247,Doug McDermott,"$2,277,960"
248,Kenneth Faried,"$2,249,768"
249,Nick Collison,"$2,242,003"
250,Brendan Haywood,"$2,213,668"
251,Reggie Jackson,"$2,204,369"
252,Jeremy Lamb,"$2,202,000"
253,Steven Adams,"$2,184,960"
254,Vitor Faverani,"$2,090,000"
255,Ramon Sessions,"$2,077,000"
256,Jordan Farmar,"$2,077,000"
257,Aron Baynes,"$2,077,000"
258,C.J. Watson,"$2,077,000"
259,Steve Blake,"$2,077,000"
260,Beno Udrih,"$2,077,000"
261,Danny Granger,"$2,077,000"
262,Josh Smith,"$2,077,000"
263,Kelly Olynyk,"$2,075,760"
264,Zach LaVine,"$2,055,840"
265,Norris Cole,"$2,038,206"
266,Cory Joseph,"$2,023,261"
267,Jimmy Butler,"$2,008,748"
268,Kent Bazemore,"$2,000,000"
269,DeJuan Blair,"$2,000,000"
270,John Salmons,"$2,000,000"
271,Elton Brand,"$2,000,000"
272,John Henson,"$1,987,320"
273,Shabazz Muhammad,"$1,971,960"
274,T.J. Warren,"$1,953,120"
275,Maurice Harkless,"$1,887,840"
276,Giannis Antetokounmpo,"$1,873,200"
277,Adreian Payne,"$1,855,320"
278,Jeff Ayres,"$1,828,750"
279,Anthony Randolph,"$1,825,359"
280,Jeremy Evans,"$1,794,871"
281,Joffrey Lauvergne,"$1,790,281"
282,Reggie Evans,"$1,768,653"
283,Lucas Nogueira,"$1,762,680"
284,Jusuf Nurkic,"$1,762,680"
285,Luigi Datome,"$1,750,000"
286,Zoran Dragic,"$1,706,225"
287,Tyler Zeller,"$1,703,760"
288,Dennis Schroder,"$1,690,680"
289,James Young,"$1,674,480"
290,Pablo Prigioni,"$1,662,961"
291,Ryan Kelly,"$1,650,000"
292,Terrence Jones,"$1,618,680"
293,Shane Larkin,"$1,606,080"
294,Tyler Ennis,"$1,590,720"
295,Andrew Nicholson,"$1,545,840"
296,Sergey Karasev,"$1,533,840"
297,Gary Harris,"$1,519,200"
298,Ronny Turiaf,"$1,500,000"
299,Miroslav Raduljica,"$1,500,000"
300,Donatas Motiejunas,"$1,483,920"
301,Evan Fournier,"$1,483,920"
302,Tony Snell,"$1,472,400"
303,Bruno Caboclo,"$1,458,360"
304,Scotty Hopson,"$1,450,878"
305,Willie Green,"$1,448,490"
306,Lamar Odom,"$1,448,490"
307,Mike James,"$1,448,490"
308,Jared Sullinger,"$1,424,520"
309,Gorgui Dieng,"$1,413,480"
310,Mitch McGary,"$1,400,040"
311,Victor Claver,"$1,370,000"
312,Mason Plumlee,"$1,357,080"
313,Jordan Adams,"$1,344,120"
314,Melvin Ely,"$1,316,809"
315,John Jenkins,"$1,312,920"
316,Josh Powell,"$1,310,286"
317,Ronnie Brewer,"$1,310,286"
318,Solomon Hill,"$1,302,840"
319,Rodney Hood,"$1,290,360"
320,Alan Anderson,"$1,276,061"
321,Tim Hardaway Jr.,"$1,250,640"
322,Hasheem Thabeet,"$1,250,000"
323,Pero Antic,"$1,250,000"
324,Shabazz Napier,"$1,238,640"
325,Shawne Williams,"$1,227,985"
326,Aaron Gray,"$1,227,985"
327,Shavlik Randolph,"$1,227,985"
328,Tony Wroten,"$1,210,080"
329,Reggie Bullock,"$1,200,720"
330,Clint Capela,"$1,189,200"
331,Miles Plumlee,"$1,169,880"
332,Andre Roberson,"$1,160,880"
333,P.J. Hairston,"$1,149,720"
334,Brandon Rush,"$1,145,685"
335,Hilton Armstrong,"$1,145,685"
336,Cartier Martin,"$1,145,685"
337,Arnett Moultrie,"$1,136,160"
338,Perry Jones,"$1,129,200"
339,Rudy Gobert,"$1,127,400"
340,Marquis Teague,"$1,120,920"
341,Festus Ezeli,"$1,112,880"
342,Archie Goodwin,"$1,112,280"
343,CJ Wilcox,"$1,109,760"
344,Nemanja Nedovic,"$1,104,240"
345,Damjan Rudez,"$1,100,000"
346,Kyle Anderson,"$1,093,680"
347,Kyle Singler,"$1,090,000"
348,Xavier Henry,"$1,082,000"
349,Robert Covington,"$1,000,000"
350,Ed Davis,"$981,084"
351,Al-Farouq Aminu,"$981,084"
352,Garrett Temple,"$981,084"
353,Luke Babbitt,"$981,084"
354,Alexis Ajinca,"$981,084"
355,Jon Leuer,"$967,500"
356,Josh Harrellson,"$948,163"
357,Greg Smith,"$948,163"
358,Jeremy Tyler,"$948,163"
359,Donald Sloan,"$948,163"
360,Joey Dorsey,"$948,163"
361,E'Twaun Moore,"$948,163"
362,Jeffery Taylor,"$915,243"
363,Jannero Pargo,"$915,243"
364,Jason Maxiell,"$915,243"
365,Omri Casspi,"$915,243"
366,Jae Crowder,"$915,243"
367,Ryan Hollins,"$915,243"
368,Drew Gooden,"$915,243"
369,Wesley Johnson,"$915,243"
370,Lavoy Allen,"$915,243"
371,Henry Sims,"$915,243"
372,Ekpe Udoh,"$915,243"
373,Sebastian Telfair,"$915,243"
374,Chris Wright,"$915,243"
375,Nazr Mohammed,"$915,243"
376,Matt Bonner,"$915,243"
377,Greg Stiemsma,"$915,243"
378,Diante Garrett,"$915,243"
379,Ronnie Price,"$915,243"
380,Leandro Barbosa,"$915,243"
381,Jimmer Fredette,"$915,243"
382,Quincy Acy,"$915,243"
383,Jarvis Varnado,"$915,243"
384,Kyle O'Quinn,"$915,243"
385,Wayne Ellington,"$915,243"
386,Rasual Butler,"$915,243"
387,Kyrylo Fesenko,"$915,243"
388,Aaron Brooks,"$915,243"
389,Jared Cunningham,"$915,243"
390,Khris Middleton,"$915,243"
391,Kendall Marshall,"$915,243"
392,Shannon Brown,"$915,243"
393,Hedo Turkoglu,"$915,243"
394,Patrick Beverley,"$915,243"
395,Glen Davis,"$915,243"
396,Rodney Stuckey,"$915,243"
397,Francisco Garcia,"$915,243"
398,Draymond Green,"$915,243"
399,Will Barton,"$915,243"
400,Richard Jefferson,"$915,243"
401,Alonzo Gee,"$915,243"
402,Charlie Villanueva,"$915,243"
403,Rashard Lewis,"$915,243"
404,Doron Lamb,"$915,243"
405,Ivan Johnson,"$915,243"
406,Shawn Marion,"$915,243"
407,James Jones,"$915,243"
408,Robert Sacre,"$915,243"
409,Chris Douglas-Roberts,"$915,243"
410,Darius Miller,"$915,243"
411,Cole Aldrich,"$915,243"
412,J.J. Barea,"$909,859"
413,Devyn Marble,"$884,879"
414,Joe Harris,"$884,879"
415,Jerami Grant,"$884,879"
416,Robbie Hummel,"$880,000"
417,Allen Crabbe,"$862,000"
418,Ish Smith,"$861,405"
419,Damien Inglis,"$820,000"
420,Isaiah Canaan,"$816,842"
421,Ray McCallum,"$816,482"
422,Nick Calathes,"$816,482"
423,Justin Holiday,"$816,482"
424,Justin Hamilton,"$816,482"
425,Carrick Felix,"$816,482"
426,Glen Rice Jr.,"$816,482"
427,Casper Ware,"$816,482"
428,Nate Wolters,"$816,482"
429,Mike Muscala,"$816,482"
430,Dewayne Dedmon,"$816,482"
431,Grant Jerrett,"$816,482"
432,James Southerland,"$816,482"
433,Hollis Thompson,"$816,482"
434,Peyton Siva,"$816,482"
435,Brandon Davies,"$816,482"
436,Troy Daniels,"$816,482"
437,Ognjen Kuzmic,"$816,482"
438,Tony Mitchell,"$816,482"
439,Chris Babb,"$816,482"
440,Phil Pressey,"$816,482"
441,Dwight Buycks,"$816,482"
442,Jamaal Franklin,"$816,482"
443,Jeff Withey,"$816,482"
444,Matthew Dellavedova,"$816,482"
445,Dionte Christmas,"$816,482"
446,Ian Clark,"$816,482"
447,Jerome Jordan,"$816,482"
448,Erik Jay Murphy,"$816,482"
449,Hassan Whiteside,"$769,881"
450,Jeff Adrien,"$742,962"
451,Jarnell Stokes,"$725,000"
452,Dante Cunningham,"$716,043"
453,Malcolm Lee,"$710,659"
454,Darius Morris,"$702,756"
455,Spencer Dinwiddie,"$700,000"
456,Malcolm Thomas,"$635,827"
457,Gal Mekel,"$633,974"
458,Johnny O'Bryant III,"$600,000"
459,Russ Smith,"$507,336"
460,Brady Heslip,"$507,336"
461,Eric Moreland,"$507,336"
462,Eric Griffin,"$507,336"
463,Joe Ingles,"$507,336"
464,Erick Green,"$507,336"
465,KJ McDaniels,"$507,336"
466,Nick Johnson,"$507,336"
467,Sim Bhullar,"$507,336"
468,Cory Jefferson,"$507,336"
469,James Ennis III,"$507,336"
470,Keith Appling,"$507,336"
471,Khem Birch,"$507,336"
472,Cleanthony Early,"$507,336"
473,Alex Kirk,"$507,336"
474,Travis Wear,"$507,336"
475,Shayne Whittington,"$507,336"
476,JaKarr Sampson,"$507,336"
477,Tarik Black,"$507,336"
478,Markel Brown,"$507,336"
479,Glenn Robinson III,"$507,336"
480,Cameron Bairstow,"$507,336"
481,Pierre Jackson,"$507,336"
482,Dwight Powell,"$507,336"
483,Jordan Clarkson,"$507,336"
484,Patric Young,"$507,336"
485,Will Cherry,"$495,399"
486,Kalin Lucas,"$486,446"
487,Drew Gordon,"$468,540"
488,Kenyon Martin,"$414,551"
489,Lou Amundson,"$409,167"
490,Lance Thomas,"$403,784"
491,Dahntay Jones,"$387,632"
492,Patrick Christopher,"$379,010"
493,Ronald Roberts Jr.,"$373,041"
494,Reggie Williams,"$344,036"
495,Amar'e Stoudemire,"$306,876"
496,Lorenzo Brown,"$283,367"
497,Kendrick Perkins,"$274,573"
498,John Lucas III,"$269,189"
499,Elijah Millsap,"$241,731"
500,Bernard James,"$236,886"
501,Langston Galloway,"$235,762"
502,Tyler Johnson,"$199,950"
503,Henry Walker,"$196,217"
504,Michael Beasley,"$195,440"
505,Quincy Miller,"$183,049"
506,Earl Barron,"$183,049"
507,James Michael McAdoo,"$167,122"
508,Jordan Hamilton,"$150,591"
509,JaMychal Green,"$134,295"
510,Toney Douglas,"$107,676"
511,Chris Johnson,"$107,676"
512,Elliot Williams,"$107,676"
513,Nate Robinson,"$107,676"
514,Jorge Gutierrez,"$96,056"
515,Toure' Murry,"$96,056"
516,Bryce Cotton,"$92,514"
517,Jack Cooley,"$59,686"
518,Jabari Brown,"$59,686"
519,Tim Frazier,"$59,686"
520,Tyrus Thomas,"$53,838"
521,A.J. Price,"$53,838"
522,Austin Daye,"$53,838"
523,Ricky Ledo,"$48,028"
524,Seth Curry,"$48,028"
525,Andre Dawkins,"$29,843"
526,David Stockton,"$29,483"
